song_id,song_length,genre_ids,artist_name,composer,lyricist,language
UhA1UgI//4/0Q9U/ka7LIx+qfKAfCDU31gF5L/2BuCQ=,205821,458,鄧麗君 (Teresa Teng),Muk Shun Ling,,3
4ymUQxHQWlFJE8UZ0RDMkQn3pPxECi9eXcDZvJHfPd0=,238863,465,飛兒樂團 (F.I.R.),Real Huang,Faye| Real Huang,3
Gc81pWXONuclcShEdmUP+/Hjny5yNCERI4WZmw0yKGg=,238515,465,Kangta (カンタ),,,3
pSZ3aDrr9HnEg4EM8xaoJ6oGXHZy9PXoRCdeXScMVJI=,238097,1609,Fink,,,-1
6nlO+J/WMYABX+QS1SoXwMcd4VnKR+PnbVBn+8vrPck=,117678,465,伍佰 & China Blue,Bai Wu,,3
7gZw+wNwkvCYJa1iXLgm4Z0YL4duHyjIR9HaaXTUYVk=,179536,465,Kin,,,52
rLerlMpbLLiRdLaBP2gkiD7Tnk1CRwX2WE1WPg0y4hY=,150517,921,Diary of a Night Watchman Original Soundtrack,,,31
nASZHABI/L9WNT6kwDO9TMj6tzMkfiDmQ70FflJ3j9Y=,221831,465,SHINee,,Jeon| Gandhi  Thomas Troelsen / Crichlow| Herbert St. Clair,31
aCfe4/O/1xt+HUkxw0pkv59gHciH9rBdCoGRAjGWcLQ=,255976,444,Apink,Jin Hwan Kim,,31
oWxIJAPLSS8R+gbVSXoZSXFIUPwvvIhBhkVFkMuMN6s=,162377,465,Mosh Dive Crew,織田哲郎,上杉昇,17
xbbozZ5zvkpUF6CoF7xKKZmT+ZS0svaY8stbWCxY6xQ=,212375,465,Michael Bublé,,,52
a5626HXbUAwki/o72fUuXoupR+tbkzes63JVroOrUZs=,256888,465,周國賢 (Endy Chow),Endy Chow,Endy Chow,24
EcrF6FkKDRoST+8HHae/O7nn0kwc+453cFWbEFaW4UQ=,302393,465,周華健 (Emil Chau),,,3
ufTI9+e9Jg5wDvNoraW8fEEiUuzxGscVpdlbwRfZ/tI=,70681,726,風格童星組合,佚名,,59
/OQ1C155xq6wii9oJUcvcllHFzexSM6KeBX7PWYkKA4=,276317,1259,Big Sean,Sean Anderson| Chancelor Bennett| Jeremy Felton| Cameron Osteen,,52
IAC9TT778w7vCvnbVxCCiNFOztATuJlyNSJ/1vBVzLo=,261619,798,南方二重唱,王學真,王學真,3
6u8iWg8f6TSnHlUCCMXde4xzzt1sn+bC7ahYl3Jr6I8=,319553,465,HENRY (Super Junior-M),Henry Lau / Gen Rong Neo / Neil Nallas / Isaac Han / Jeon| Gandhi,Henry Lau / Gen Rong Neo / Neil Nallas / Isaac Han / Jeon| Gandhi,31
4W3jR1tEhRJoAdlFPP+PKTCxexUVwctnWwJg8VBdf58=,196963,458,Various Artists,Wei-Quan Chen,Yi-Wei Wu,3
Tlc2wRpBpzHPppoVG6GlT9G9iw2OkAhO82OTsAgso3E=,252424,465,Kalafina,,,17
1C/+VDZRbcm3caEOfAqqeqoMFS3rqS5xpmKrsWwpZDg=,311928,465,Eir Aoi (藍井エイル),Fumio Yasuda,Fumio Yasuda,17
sUry04W84xnRqJWxhtpfTLqyq91amFAsXZ87QQ92R5Q=,263209,465,鄧麗君 (Teresa Teng),Tadao Inoue,,3
ubYrSUxSNKr+T08XZRZSnGw9wKiwYuOR2sFza/UZBCs=,401147,2022,Avenged Sevenfold,Brooks Wackerman| Jonathan Seward| Brian Haner| Zachary Baker| Matthew Sanders,,52
aC2RfHL19p4MsAbFHy9xLoeaEbX/+MT0cW+HVH4hvNs=,197834,2022,Bon Jovi,Jon Bon Jovi| Billy Falcon,,52
GKmtxdPdmwO6duU5H1p6XIqXuLm30vrbyLUZj4BXNqM=,117307,726,The Montreal Children's Workshop,,,-1
yW3lYphgtO4cHkvrlCa8A4Q38P+rnpIl3NqZzfeUtlE=,177493,921,Music From The Motion Picture Ocean's Thirteen,,,52
+J6hvFmbzV0yyJXAimksx4rAfkLDxTns/gclMHLhYqc=,299520,465,Enya,,Roma Ryan,52
yCx9XS2bDVDjz0YUYRjIJ/gv2AKIuiGXANeENZaYiNY=,276793,2122,Norman Brown,,,-1
6kd4B+lAqSB0G8rU8EgoB8HU13nsixTLuGrE/FFvg1A=,185202,430,Ed Sheeran,,,52
+r2lLrDyCP20CbZLmHl/g8RFD9zJSO7zal3R43/hd5s=,333392,786,Hiroyuki Sawano (澤野弘之),澤野弘之,,-1
V5xakwkP40sfMSVHpFylXzhvQRWw+Tw+dIvEo0wqZQM=,352362,1609,Bonobo,,,52
wZUEd4fRHAVpERhzboMZskWJc2iUDU/7iBr4NCAN55o=,265264,1259,Eminem,Jeff Bass| Mark Bass| Marshall Mathers,,52
erN9n5gCk2/9+r28ZR3u08yvwQqg3T6He6Z1TyfFcNA=,200202,465,Foreigner,,,52
x8EuFvutB7+I3X/TVNr02TF9q7dk38zdMpNpJsuSBWM=,133440,786,Various Artists,音樂原創：陳啟天,音樂原創：陳啟天,3
6VsHwm5KHZZcEaAgcqyFRUYxCftelxInYThlpsMGqyo=,89164,1259,Eminem,Marshall Mathers,,52
LylhFPx1QvL1aCoU8zVgIIUujtmKwx0KWLmRtrBDlhk=,121417,1138,Varios Artistas,,,52
7ZGVNwHA7xDM2COe5XIYhZc9MSNmAcqnJO2AoVbcpas=,143464,958,Kids Classical,F. Sor索爾,,-1
1SoRb0YKesN2GsMi0e3JQiUqxUPTkCqvarz7JhS/joQ=,282122,2022,flumpool,SATOSHI TOKITA（トキタ　サトシ),山村隆太(Yamamura| Ryuuta),17
tPXQ7PKks23A1ovtB6vkAWZOIg2YOGEYGkp9Sz3ZEFw=,210558,465,Henri Salvador,Henri Salvador,,-1
I38Ta81OysfqkEHaY9RaLoczbVvgkPDGZtRvruaZAL8=,253701,1259,Hip Hop,,,52
nb+CxxmAG6+n1XlCmQMKmpmtuJOWR8sLVspGfxTkxl4=,299537,465,Workout Remix Factory,,,52
elii/yzJ3qejTNP2zw3VCPneUPxPXZ6XwL7BM+iSQxs=,269479,2022,川秋沙 (Goosander),,,10
Mdk9b++vbE19/WeRJT5Vmk8rnG33o1o5vNAlWks4HJE=,169227,1609,Various Artists,M. Woods| A. Martin,,52
7kUFSB0IPca6r+R8B1tQjIHchzFhkSXAMgmzFW/Th80=,304065,465,White Guitars,,,52
PwgNMGOw8ZyTN4YGgsf4jxk8BlkCPnQzE0VV95ibb00=,270315,940,Sleep Sounds White Noise,,,-1
hrBG6xmOFVEhKqVItwQvkhBnIldmGs2RUNNQyDI310o=,356937,1259,DJ Funk Daddy,,,52
ICcs0q3iSu8tsuOcz6Uzut8Waf1V6yAGBXPiqSzIBqw=,206315,1609,Borgore,Asaf Borger,,52
Rh5THxUeitlL0QA2WBNw5ofYRJo7xCv1GlV0G+DRHKk=,237771,465|798,蕭孋珠,仲邑(李基生),白舟(周蜂),3
rZfDOVEQBfXWZ/iQGL6c11kTpUuI8CRtcsdGrf8oA5k=,215434,465,鄭中基 (Ronald Cheng),雷頌德,林夕,24
oeWzUVk0Nib3lP3Qa6ujWG7bJ2ccX/52+qQOFtkoNPg=,267284,465,莊心妍,任立佳,任立佳,3
Q3guy8Kldlt7DiRqOX4cVaSq6CCCcDVJko8h0ZRDutc=,264893,465,Lady Gaga,Lady Gaga| Anton Zaslavski,,52
QHrkawWIaQPga+JeRG7rbIFNCzzq0VCWp51ymkcf3sc=,198426,465,VG,,,52
SeoaH523q+cs/mEIztbIxAr5VB1gtqRuK25Q2Hj1kYY=,211069,444,Niel,,,31
NCMJqdboRLYhiLRj5pyeDtgAz9FjRrWaf2d89nZrNpQ=,260806,465,EXILE,,,17
LA2AStPSXDvlfal3PGUgkLSgMxJF1uuvvodsVEl+CMw=,126966,726,Sleep Baby Sleep,,,-1
nUyto6JlrBLCCxkiMdF0CzaDFNh6SCt/BSO62fXmgrs=,207121,2022,Johnny Hates Jazz,Clark Datchler,,52
hBLXmbT5c+6ju553Tk/u+arWyXhV5yJ5EZmmlw0gydc=,230086,359,Lana Del Rey,Lana Del Rey| Chris Braide,,52
PPexlDIV69fyFM42+URNfSxVXJPDs645hlo6TYygDfA=,236611,465,Sia,,,52
YBw49lvU33KeWSPld61wFxzbx0y6L/Ndr/kjBJTnX38=,190902,465,The Golden Classic,,,52
/43iLIpnOd/5rybyyzuJ8VN1A1JiVgycjrvufOGHPn0=,214099,798,洪榮宏 (Jung Hung),,,17
T0uJIvQ8iHfqc/R0P7vvoRBdlUMwlUS94BtMO1KkFEQ=,240721,893,Various Artists,,,52
ceg3hhnc7oweNTdiGlPJAzy7kIwhEq8LmOvgKZXRnwo=,160031,1977,Chuck Berry,Berry,,52
SmXcQlcx9AQKFqAwJDlfVasS83nWs3qATfXuzp/V4o4=,303809,2022,Blur,Alex James| Damon Albarn| Graham Coxon| Dave Rowntree,,52
DMG+Ilu3uusPvwc36i8qeCAtItaztmegDus6gzUpEJc=,249808,465,Various Artists,Ini Kamoze| Salaam Gibbs| Christopher Kenner,Ini Kamoze| Salaam Gibbs| Christopher Kenner,52
jpco7+BCIgHJcBEWS8w7BjX7UomJYOlh9xHsgHk4RZ0=,198635,786|947,宮崎駿‧動物音樂特輯,,,-1
5KjF2nj7PQfP7DBlNlvhk3DWwOi08pA/QxAwihpcLlE=,247385,465,李茂山,,,3
508VINRxjZZ3DotlYoJsBNjnDg0nlWiZl8CTdiiQDYI=,126432,1152,自律訓練法 Specialists,Neuromancer,,-1
Gs/kSCVECCaUQzF7KDHH1S80IZrKiqetSAMpFqs2dRY=,195001,2022,BACK-ON,,,17
v039XCTm7WE59e5AkAUd3UhVyO9u2JjiUTQqxHrR+tQ=,242044,465,Leona Lewis,Leona Lewis| Toby Gad| Anne Preven,,52
k619nV0lURzds6i6ZBD8Nl/p8GQq7vn8d1mh7pzHzBg=,188708,921,霹靂布袋戲劇集原聲帶,劉浩旭,,10
Yt4BT3m9gV3gCSn3UPAGGCh8SDsp/ckeImKoG/YrhbU=,338407,873,法音清流精選拜願系列,,,-1
rTK3gHAHvTWfRVhmSIu4pZG3yN2gDYNvfGGMvAqJIIk=,192000,,MC Davi,,,-1
OU4lA9IYZ41xVVucT7xDty1AVcoBAPJfDNt9cOWSAOA=,235868,465,Celine Dion,,,52
vxnhVGs04qKj14BjBR2Y4HmUQY+UxmP6dRyUIEcZzsc=,261537,465,巫啟賢 (Eric Moo),盧冠廷,潘源良 改編詞:陳樂融,3
d8Q8Y1GBy1on3bmaDdj4cdQD6Ct22ZPSTplYEYUISdY=,167740,465,Kazaky,,,52
VYFH/JCoDqhBnw9c0Y90VLN9qb+wm3ZoamDXOrmdMh4=,360164,921,BBS鄉民的正義 電影原聲帶,陳依婷,,3
NM2AkWW1WBjmfRHT33HCy+qluD0iICzPChniV311Jb8=,260493,465,袁詠琳 (Cindy Yen),袁詠琳 劉偉德,葛大為,3
+hYM0i7WKl5WpQNpnjyvl/E6yIfr8ZgsP0ggL5IuwAE=,158220,465,Bruce Springsteen,,,52
ff9f4eI8uqqqX2U1dvCdlOT4xEe0E4oRKy8QcuTkRYQ=,242880,940,Vin Downes,Vincent Downes,,-1
2hGzwnbubRvF4s8aMhcY5BL+P6KQiJmtBViO6rs7JBk=,180372,465,Shawn Mendes,Shawn Mendes| Martin Terefe| Scott Harris| Geoffrey Warburton,,52
9z17+9yoxS9od3C10/WmCiQTrt3Zl9PZOTWugJl7xqs=,77786,947,清淨身心靈,,,-1
mEYkgHgUjcRwccgBMEIPMPMizZw4PpFi2j4deXGhq8k=,268941,465,Sara Bareilles,莎拉芭瑞黎絲,莎拉芭瑞黎絲,52
DvGwDBcShF8YehEC62KbrhhneEJUnq2ChtHU/iX3C5A=,227694,2022,L'Arc～en～Ciel,,,17
Frjhgig3teGHct/UmmNi2ctV9MsUI7tBQ5EDmUSLIWM=,254955,465,Various Artists,Paul Overstreet| Don Alan Schlitz Jr.,,52
EiFCSqaX2vnpKno9rUbvSfJpOXCPk1fOTmWSYkcDCHM=,181580,465,Various Artists,Larry Morey| Frank Churchill,,52
xTaEOlgEo0vE279JBokRnq+H/NSSs4MvOZjg1Bz+554=,191982,1152|947,天籟地球村,,,-1
30nHFS1gGbY6OiUAIEyro4FB/Mi10MH/iKEDV+6ElvQ=,272648,139,Toni Braxton,,,52
WB/1Uawa+2/EukGGKMPmIjuswGvXhxayg36Ih6Svf4o=,180093,1155,KIDS BOSSA,Traditional,,52
7GzeihiNpVJoLfJs69+6OxRafC5LOZd4mJyQvtHJW5w=,622132,458,Easy Shen,Easy Shen,Easy Shen,3
eenggko7hJTLKieHjvBCyjTwjsrL9+/UiZGY2fs2OFE=,188417,1609,R&B Boutique - In The Party 2nd Floor (Mixed by DJ Kenkaida),CRUZ TAIO/GUETTA DAVID/BUTLER RICHARD/RAYMOND USHER/RIESTERER,,-1
nI2oWsA9wua1gXHnqKU+e8tiKmYt560/newXSxtN8BE=,273240,465,梁靜茹 (Fish Leong),,,3
C4rVhFslwG6cbaqHbkI6uMrK+/GR6XGibgOLBhpU6F4=,270048,458,Various Artists,,,3
sOkQvIg9verwp/rbalFLViGkz+Oxq+Fs9UlqnUnFxRc=,321921,958,Yo-Yo Ma,,,-1
ss9Pts7WmpS8rLJrjAWEFXZ9f7HEUVq65nvTUSXVMik=,283051,947,史志有,,,-1
o6vgc6vOt7Eo6XqRTN7KbAlYpvtiKN5QTPzLHBlqZNs=,213890,458,陳粒 (Chen Li),陳粒,什歡,3
q+W3xtmekiYjVvOhPQTEJgp2tcHjEQ4zIfIuIWsBJ1c=,212044,465|921,High School Musical : The Concert,J. Houston,,52
V6YoZKHxxNLUxcOXnyAcmyc0CWw+Jroxq1vRZ6ekEJM=,182648,2022,alt-J,,,-1
2JRAng/dQK3IK2CGYjixhqw15Pah+HpglOEz7tlf5BQ=,190093,139,Alicia Keys,Alicia Keys| Mark Batson| Kaseem Dean| Harold Lilly,Alicia Keys| Mark Batson| Kaseem Dean| Harold Lilly,52
kh96gyCG/Tf9IqHP6ykQU8hG4IjTXVccuF6yYRXZlN0=,225465,921,全球電影配樂大師,,,52
u4sg9WRi0h5lb2PTFPxj6I72+gcYCLVX96l7YTjgNO4=,245016,1259,Mr. Capone-E,Glen Pantoja Fulgencia,,52
9CCmGfGAfoal6WC8AWdBRL5+v1NF9rGunH8//pjywFs=,233874,465,李建復,龔宏琦,龔宏琦,3
8tmYmZ2ZR9Qre687ox+kpNBR5V+ChqiZT6P3enowzuc=,322943,2122,Melody Gardot,Melody Gardot,,52
zcr4jatZJULR4+JuNufHs/gcocC/d4mFf6XUlj2N1X0=,228762,465,Jason Chen,,,52
dMkoopf/jGnWixloetuLn1y4KbStL5WLxNdSeF4JUPM=,128809,921,Steve Jablonsky,Steve Jablonsky,,52
LcUS0paejqk4O2wMeLLmNfWiUD5QmpBpk1IGcCgYAYE=,151719,786,Michael Hoppe,Michael Hoppé,,-1
GAyU71n73SPodFLSgKLZp1yAEb1yiyVd+e7BmJJqkd0=,128522,921,天堂牧場 電視原聲帶,,,31
IlxNq+H62FJqrgSeFDoZ907sELG1vVSnunNS8UYOWRg=,211302,465,TVXQ!,Kim Dalwoo Peter,Kim Dalwoo Peter,31
t8qZdW8n+Qh6xRYCYZqmh9gPpB12dOpnoqzkfjkRvhA=,188918,921,Bad Neighbours (Original Motion Picture Soundtrack),,,52
ntHwr0mPfe3CYm+8sJUFrGkyN9cpG/CymLiFP43GIWM=,234266,1609,Galantis,Vincent Pontare| Cathy Dennis| Christian 'Bloodshy' Karlsson| Jimmy 'Svidden' Koitzsch| Linus 'Style Of Eye' Eklöw,,-1
wpn5Iy39xNgFpcWUdfk2X7lHyVU6VqsVyplGfBFUPd8=,249626,465,Koda Kumi (倖田來未),,,17
TAk67GEY4FBU7LFBib66EJK3V3N3ZOo9tdQ3qudYkgI=,198645,352|1995,Ryan Adams,Taylor Swift|Ryan Tedder,,52
XqV20SiG6hQ4gQqyNuQ4P+bsxJLx7R2XxzRxHWQPgFQ=,220125,359,Paramore,,,52
Iz003cNl5Epq/iitJn+1yshZ+nMiBJ8V62HTpR+FRs4=,244181,1609,Kidswaste,,,-1
ik/LgeSpDbXXh08qwtPAe3MzNaVhceQcpEaBxXiV09A=,39010,958,Lisa Harris,,,-1
2GYKuJwGXUlcb6LZomCWnFoKPWyQLYt5e9JGwtQLTfA=,181394,465,張艾嘉 (Sylvia Chang),,,3
6H3okvSLNbtQvjosj+WF1cFiOkpAfQB1MlqFEh6iVw4=,179853,465,Jake Miller,,,52
D1OfLE89HbAUgqqPuBsd0DwQZ0QlYvSvryiELssERPc=,369290,1609,Afrojack,Wrabel|C. Braide|Nick van de Wall,,-1
Bt58soP+WcVMH0HuEzdDdsQ7aruhB0zg4pa/4/0RHZw=,180373,465|2022,Emilia,Emilia|Yogi,,52
5EeHFi1MzZhsAqM5w8rxPKgqu0+pWIMsqfUd/zv/fkw=,151536,465,Michael Bublé,,,52
cGhYod4IiNwAUVWFTzvYOtyLotPfgaQ2ioaMSFKLyho=,267865,465|2022,Steppenwolf,Rushton Moreve| John Kay,,52
dXWD2onVbFKPOf8RSeyyDbBq8sgpX7b5HFiKHrJoELk=,137903,465,譚詠麟+李克勤 (Alan Tam+Hacken Lee),Serizawa Hiroaki,,24
IzoJCblMk3t8eLQvwo82wasIJFWJeulB8jla5wtFHNE=,75128,786|947,Trine Opsahl,特里妮．奧芙瑟,,-1
4L8U3P03cvp5BYeeYD4z4H1mm1IHOxPeuaEJrxwZzKw=,361822,451,目思者 (Muster),Yong-Jie Mu,Yong-Jie Mu,3
momb39lxXnqo0mnMIZmHUKHwzBVrmvPyRW0dGHqgpZs=,247524,465,Myriam Hernández,Gogo Muñoz,,52
Yvm+Kwo1ZHYGWWo9GnKonILATyZvfveDR1WHGOn4I44=,145496,921,Michael Nyman,Michael Nyman,,38
wCaCKpgfyGqRC/QLIW5g+fIZcHMJTRUQ1zFe6cTlD2E=,201967,465,SUPER JUNIOR,Kang| Eun Kyung / Park| Keun Tae,Kang| Eun Kyung / Park| Keun Tae,31
2pyDLJzyvbW4Q4R/4fPlPh3EmHP11aBv1AcyKx9bXoU=,278546,458,Various Artists,De Jian Hou,,24
Dv30HjNkD3Q3bTaWabGVLAhzBsi54Zz4Ke1BExi2XpU=,248267,465,Various Artists,Kong Leong Wong,,3
m48s+kT54XC1lOJWYhzNqPfAUa/fH3cff5isqXch/CI=,319973,465,張衛健 (Dicky Cheung),Su De Hua,Thomas Chow Loy Mow,3
SDR+l68uGD5UzuKI3Cwq+lZZvKCUGDbDN2X/A5XFM3k=,225465,465,王心凌 (Cyndi Wang),阿牛,阿牛,3
QM04ZUNwi0iAIFwtSATq6D7N+IDGYbY+v6dco1WU36o=,218784,465,韓庚 (Han Geng),Skot Suyama|陶山|豔薇|Evangeline Wong,Alto Tsai,3
JAzvpN74eUGZ26wn0+bdUY1wmVt39lF/MTP0AQzpqZY=,274757,465,吐血少女,美咲,,17
VlLuJ/6oB23OlVaH1Xxk1M7NQ69xNg7mvmbRhHYfTNY=,258403,465,蔡秋鳳,徐嘉良,李岩修,10
Den/YuLoIx1HNgoA2cM7UJiY1Yz7YO1WLH6Kt/vYyYc=,276480,726,快樂寶寶古典樂,,,-1
YlRVQcw1w6S1SKm63dUKgDJ6/rCrxzVwDuuUHsQd8gM=,228762,465,林子祥 (George Lam),Joseph Koo,,24
hLsIObJ+6lC6q4uEHS/w/eX4ATTV9M03J1prj+xhPJs=,205871,465,Jason Derulo,,,52
lGvAl8GPuin81vznftYq5HHW2NcTd5TWC2tFSMw2lak=,185129,1616,Martin Garrix| Julian Jordan,Julian Jordan| Martijn Garritsen,Julian Jordan| Martijn Garritsen,52
KcaVvykTE8Mib9GAVfjumtfsvOC6W71DLQ7iaveargw=,141920,451,路家敏 (Jia Min Lu),Jia Hui Gu,,24
tCNy6fCOeXlfXc5EgIx7iThQMDuv9c+/i7s0S96xmW4=,198739,2122,証聲音樂圖書館 ECHO MUSIC,Frederic Chauvigne,,52
jpfYgQ9Wy1A8hnwcKv76cinPt7Unq8sGfG0jd/sKYP4=,205662,444,우현 (인피니트)|Lucia (심규선),,,31
RmbyOlpBPaG/kvp5yNhdOxlXVIOOBS2eA17s+EkaeY0=,190868,465,大張偉,大张伟,,52
185wVzpfEzsRPd1wdCrqmnboeCpcyRke8Xr1R6Fmjjk=,132623,2122,Earl Klugh,,,-1
CtEbAxvS8sJqlew479Ka3ywhJH8DBhYv/VOyAMhmNEo=,141084,958,Emmanuel Pahud,Georg Philipp Telemann,,-1
cKSpUfjFyxTQ+7/UK9sNabUB9oLiH8ncCvVqZLcEnrc=,194629,2122,Gwyneth Herbert,Neil Young,,52
dVD8hD+/U88NAQ2Y7EyUq7CFUke1N8of9U/WhI8tfzo=,313097,1609,電音E帝國,,,-1
ldYOCCwKx1EqusvCxKG8jadLolaTbFxpZWci38Z0K90=,281936,465,HowL,,,31
F0tgeCVEDLdBA+FZSsfjvQVnXf1uEJ+Zajp/x0LkV9k=,183928,1609,Sage The Gemini,,,52
mUHBeLXCPucPEpT4vN3zb4R7irYVTQI6Fqf+ol55NOk=,220656,465,David Guetta,Steve Angello| Joachim Garraud| David Guetta| Sebastian Ingrosso,,52
R1ns44Crztsk3DJ5BiBoc6hnFoY/Bm8FIr1GykMW+G8=,241859,465,Sarah Àlainn,Miyuki Nakajima,,17
nHx7R+VRR+kKQK7t4HI/BFt7dsMRx39pyLxYSWkgUMk=,96444,786,菁英藝術家三重奏 (Elite Artists Trio),,,-1
9VdVWXkCDZChgiNwM9Htf2tfyptpkvZ+QKyfA/tGjtE=,253329,947,黃思婷,,,3
T5zdUqtbAy+vh7sCso3t5cP6HnYPAA4g4CMZwHsux2w=,305319,465,Jason Mraz,,,52
LpjcHDc29h966D9aoFgIPjkcIn6EZCEubILdxTKMDY8=,331496,388,Kundalini Yoga Music & Om Yoga Chant New Age & Yoga Workout Music in Mind,sacchetto giuliano,,-1
5o+w5KdkTTNQITFg3B2/xD9SqtKhlcJsuRIfCMa9sNM=,224188,465,方大同 (Khalil Fong),,,3
DxU96nLEZqQMJ4+6JMdyKAdcrBv+kCSAoJtrhV5xkTw=,216897,465,郭美美 (Jocie Guo),Aleena| Ellerstad Niklas| Fredriksson Martin,Huang Shu-Hui,3
g1X6zfS1HjyelL3sWmPtaR6gQhYmiWqCfjjsAkm4Jqo=,168097,444,IU,,,31
1RyCHhBpxL+ifqEWjo9m9WYxrzwl+CO5637OP2q5e04=,255895,444,Park Hyo Shin,,,31
hBT7qhr7fUrPqba2bZiTiz9Mv/jeJdXAvm1a6pUqtuA=,346488,1259,Digable Planets,Digable Planets| Gerard McMahon,,52
fgXYfGzVVe+L/k65vdu+//h/qseNLLqW1e0DN2KBjaI=,296228,465,新寶島康樂隊 (New Formosa Band),,,10
EhUo66x418crVp1JeKoHIfa6JlmwUn7pB4gsDOtkdcQ=,256301,465,AAA,,,17
vIfVfDp1n0CEjIy9031LyZqngGfVWPGkOv6S/Y/AJm4=,219010,139,Jacob Banks,,,52
tni7QM2xahis5M5lrult9rdp0mRRPWi43mpETEDtp0w=,264893,1259,Chingy,Shamar Daugherty| Raphael Saadiq| Howard Bailey| Erika Nuri| Alonzo Lee,,52
nCv5gYjL8ijeCNO3YpdD+XLSbv4it2ETtvoZrRVFFMA=,239725,359,Linkin Park,,,52
0kKQiJ2UMXtwd2yL6hpwfVyspQAuTI/uGS10+PkocNM=,215353,2122,Chet Baker,,,-1
xbNCirLoa6+3yKQT2U/5QlOdf5V+FEypS8tWTN4s63w=,262582,359,Radiohead,Colin Greenwood| Ed O'Brien| Jonny Greenwood| Phil Selway| Thom Yorke,,52
AuT2kCr5VMZH31j3sTN9S1nNR0VMkey8mUv6SDJCalY=,312726,1259,Wiz Khalifa,Wiz Khalifa,,52
1GOz51a+C6+Zu2MmpdYc2mkcyF79FYwgzIiLEFBVDwY=,247745,465,劉若英 (Rene Liu),黃品冠,姚若龍,3
LROMwEE3IsJAQ3WCeghH8Ifb0+2nuBc0N1GZhditsTc=,206750,1572|275,Radical Something,,,52
f/b5VjVh/JEs1fpUYLAfkd+sD7/mflPMoDY3LnzC4wI=,255477,2215,My Own Summer,สกรรจ์ วงศ์ประยูร,สกรรจ์ วงศ์ประยูร,45
XtLqSQzBueDV6ejYpKu8+hvF+5H7ujrhCUdJKCgFnFY=,180662,2122,証聲音樂圖書館 ECHO MUSIC,Fabio Costa Cadore,,52
ffW3IpcOcHQ210pAp1sJrqq7HY+/Qow86S/1l4X7noQ=,267075,458,王崇真 (Wang Chung Zhen),王崇真,王崇真,3
3eUiF6r6KGARYyRFVwcHh2Zk9hFBgisI6zPsqjUyHVk=,169717,2122,Champion Jack Dupree,,,-1
O2TCQlWfE9Klf6QC+Ahu1/pvbv9NeRVzdt17L/gDLEc=,230608,465,范逸臣,OC/A: Kara DioGuardi/Mitch Allan/Cathy  Dennis,SA:范逸臣,3
TPKkAMNbx7tRhWfFiF3L23DpAKh3+igIuf/druNY2d0=,230621,465,John Newman,John Newman|Steve Booker,,52
Mojccsua6vsIsCy26KfsnMpfHomC6ZEMbitG6we/9ns=,269374,465,任賢齊 (Richie Jen),,,3
8N0UbeDRt+BRw/lE3JhdpkPTmBPmFDM4TMlBYC8U2Wo=,296228,465,Flower,Masaya Wada;Pochi;Kiyoshi Matsuo,,17
Pf4iT7ccNbUUs0apUMGNUUBdPXxOrKG6bW8PXtC27+M=,238236,1082,陳雁君,三上敏,,-1
x4lnGBZzAuJu6CGClpkvcPniP8xr9Z6QGFeShwvOVN8=,347695,465,陳小春 (Jordan Chan),包小柏,李安修,3
RPtlaT692vXkcGRDEMxzfkBjc+rW9GnTg7LWNKmTH7A=,207238,1259,Kid Ink,Brian Todd Collins|Frederikus van Workum|Ned Cameron|Jonathan Lauture,Brian Todd Collins|Frederikus van Workum|Ned Cameron|Jonathan Lauture,52
cszoZUvNBUcmTUtvZq9JV3NiM9rZ8lYpoJCkVLCFmeI=,233325,465,江美琪 (Maggie chiang),,,3
Se2u5+eSZmutPcxsdclqkfJayZnwy9e1vaCub2Poui0=,141920,921,Various Artists,Fabio Borgazzi,,52
+8VBtdvZhnZV504E1Ey+uRF8wUn3uf18XQqWXzXCVXs=,240744,2022,Placebo,Brian Molko| Stefan Olsdal| Not Applicable| Steven Hewitt| Scott Kannberg| Stephen Joseph Malkmus,,52
ag2dO2epIBqePoFyTbHdmvyatxfhFn2GI4ydI3NJTso=,236889,1259,Pitbull,,,-1
NHIyOFmElo+xeAFuKkVjNNyMDWeY18XcvQZIdCgIjQ4=,105465,864|857|850|843,仙劍奇俠傳 電玩原聲帶,,,-1
t91hkG1bLL4uQPBS+apHGwJFeWTKqN7XsRK4S5zebVA=,243670,465,范逸臣,,,3
ze9JqgeE7m2rqcyB0uUH3nE83K0d1xxeRy52fsrrgj4=,284165,465,Aleks Syntek,Aleks Syntek| Ana Torroja,,52
ouF2YcJ7zD6VblQxXmoPvE4YozJWCZqXqJldVqa+SvI=,224954,2122,Chet Baker,Jimmy McHugh| Frank Loesser,,-1
rMthxytDTrFWf9AoBqOGfspVhfi5S5f5A2xNt4+ETvo=,223515,465,Ayumi Hamasaki (浜崎あゆみ),,,17
nx73tlGY0+L6v5Ma/AgJ6Ch029ivZaSoUaN1Mjq4CPg=,356612,465,Kalafina,,,17
tvpOWHF5ak3bi+w1yiqBgxsWime7uLT69VhcKVP8tH0=,283422,465,Tribute To Celine Dion,,,52
zPZ9KH+KIRHpvANY3yrVn1T0jAtJ82rSqmlki//ef9Y=,614243,958,Stephen Kovacevich,Ludwig Van Beethoven,,-1
cEec64sCrTNgf4bBA6i9IOYn/yusIqrOAtIETy25BxQ=,222540,2022,Kate Voegele,Kate Voegele,,52
