msno,city,bd,gender,registered_via,registration_init_time,expiration_date
PlF5Fd0Sf2x08EnQ4c7XL/TObSz3MagRmUFeDmGcLHw=,1,18,female,3,20141107,20170331
JcO7yGDLzxYwrgz90E/imykYEOF0M/gvnM1st2uUz2c=,1,0,,4,20160831,20160903
jExtVAlxST/RplZ8MiLcqO5ZHa7xpj1S1jvS39bA5UA=,1,0,,4,20170128,20170816
LU+NXdRNJp1L4dyDlSGjVMnr+hRLLJLS3ECXJ+xU4hI=,1,22,,4,20160406,20170817
C18bvXysfrBWEG4+cQbLgiWfzhlS9eItoALOOJAK1Fs=,5,35,female,9,20070324,20171005
KZVsSEllOX7RDy4R1xtQ7RgvIYPVRzVzs+XkcNkVREo=,1,0,,4,20161224,20161227
FkGm7yq9KNHYwXHPsm4n+oWDlJ8g8HGV8jQAwhrBkJc=,1,0,,4,20170210,20170213
p9bfk5YWQUvd2pOVJLP9DiJOQ3NaMiCBz3kxo+Ix6Zc=,1,0,,7,20110322,20170924
7cK47Z6i0LhJWgOURgQIcuf0qL1du4jFD8WJbckUQpE=,1,0,,4,20160606,20160609
ZgPrU8gMY28iwnBPqRzDpC2K2xYytky/rsjOpSO/1Ys=,17,105,male,9,20081212,20171015
E9285C+V22kokpkOauwK02uzWGRMWCnzBG3xVE4YhgU=,1,0,,3,20130123,20130206
WyqGUppUE+b42rihQhiM8+opwdTt11W2pTw9veuz2IU=,13,28,male,3,20121203,20171215
bKbCPcVyBc3fZR9WOJfeWKSJ1ihyR99IeQJTmt4cNQQ=,5,31,male,9,20140529,20170930
st7kzfzIty9CaXuSQrgQkVbmgrpUc2Ugh9oxZctpQC8=,12,29,female,7,20111224,20170930
rEHhJRVwvRc1EdDvWej/FafBERHwuVpVZ2t5Pss/LVU=,22,26,male,9,20140409,20171005
PXXrSmwqp32WtDevNaMsN8YDX71Bklz6seDlFdbFie0=,13,22,male,3,20140220,20171124
Mg9+FK/v69SXOePppKzK+qjkO8UkLYrlYBBAQ8HHEnQ=,13,0,,9,20100103,20160721
i77qARopbSF3LYX4eqqGOD6ayK8fHftcHGy/SCjbdQc=,1,0,,4,20161101,20170919
Uuns++W7SNUnPlq/W4VOpASKYj7tyi39Akw9udGm3vc=,1,0,,4,20161214,20161217
hrhZ29ysSobuR8Qay7BMFs6OJyHOSTkIzrANv3kUhRs=,9,28,male,9,20090801,20170925
VK02YLYuqJ8sCPG/ZH8o4KdPeJT2ULkD5hocw7pwnLY=,1,0,,7,20111226,20170930
mxW3wnK59HSkaULPG6rKiCa0w3Tta4V0fqc9Xa9OLNg=,17,32,female,3,20120531,20171107
8eoioZ6/Ff3hhKijWOSwUeKPmGohHlwYD1u0S9ume2M=,11,36,male,9,20120914,20171016
FYdHbSh9d8bEuHHkTO0fhVMybVwZCJz9hdGK6RFnmag=,1,0,,7,20121220,20170915
ns4fm3c03nCVr7bSgVRS8bKFnL1THejhJYC2PL6epx4=,1,0,,7,20130114,20170911
ickbUFSZKcuCObApKXtC83SaYijFT1ty6Na+nC6bX1w=,22,0,,9,20110828,20170921
9ghxMAefCS5hQP+OSmPMnAmnpCNIDnO3c70cA2bbHYo=,1,25,male,7,20110801,20171001
MrqZpguHPvNWCA00Exo2f8m4A6cnEFyL19BJKDdJPHQ=,4,21,female,3,20150916,20170610
2R0PQ+8uILylo81dQM9gThZLpC4lSCFFkX6LeftJyVQ=,1,0,,7,20150727,20170913
Ed7ko4f7UPZLzbRAio9Gik5X3DMUobGqSxWg8gmmlzM=,4,31,male,7,20121230,20170713
IkzHc6TpHe765K9g5pXVMSFIGB7m0rTeOYAaBzd/09Y=,1,0,,4,20160319,20160322
v8lkpIDonhXeqsxF0l8AcyUOrtSzMC6E2zCGuaLPJnk=,1,0,,4,20160602,20161112
5DQDcoAktYDfnlFU2k/k4pfcwbZIXRKQ/1+pgAhZqvA=,9,35,female,7,20110428,20171004
l1+SHEX8DsnM44ephP8yWQk0wdNMSb5xesh8zLf/sCI=,1,0,,7,20160606,20171005
UdFiLM3L4vVNTQJ7F5nGmfvOxjlqxJfUgb9u2aaggi0=,9,41,female,9,20060526,20171219
0fviPJLvoipOXOr1x53eOK/qApVgnjzOoCtc9eLn5/0=,1,0,,4,20170131,20170203
uDDPoXp2gwl+ybNNGqhd+cdS9o6sDfu/9bG/IA8Pumw=,1,0,,9,20140823,20170613
k2EIMflyRVk1DE4YKUAORdO/4O1QPVpWbZ3ka9WiiE4=,4,0,,4,20161216,20170221
6nLoQEWX54qJ52R8c0qACk9RlXYmxmjLSgoXvfcICLQ=,1,0,,4,20170113,20170116
l6dyPfPXw8U0pOUK7iHs4AtjDGfvD1XNA63x2VE+TAg=,1,0,,4,20170114,20170117
Zfo85+E1w6Yy6uU1w/4eiLmX8DdVqf7jzvWPFlOp6Zs=,1,0,,4,20160818,20160821
b0gVvtHg1+IwRrl5p86HNrtiwaceGG7/2SDd/1y9cXM=,1,0,,7,20160113,20170912
NvwXW/fALGgrFiR2PavP8bZMUknD+Bp819FQETHT48I=,22,21,female,9,20150130,20171003
7FNZOaQz5bJQ6r/3dkoiVdoue9kU1VBnmvzbS+mMdIk=,1,0,,7,20110619,20170930
0AUyE48wmokGG0q/gSW3seqZYeUHGlsn7fG+d/f/Cnk=,1,0,,9,20160111,20171119
cD2czfEvj+yG+LpJLqk7mbvr/lHRU9vIV+U4y+7Q0Gg=,4,35,female,9,20070717,20171003
89QsAPpISrlEWD/U2UU5HOJSiw1Q1CbP38cRnWMlHts=,1,0,,7,20150711,20170911
G6wexo6I2gqDHb2l+gPOy8I+jXjNU+qfKsU3H3IM7rU=,1,0,,4,20160330,20170827
w32aF3GE5XUo9GwOacH+Of23md2ejpOwj3DrlnWw3wA=,1,0,,7,20160212,20171005
NvqkT+fGzD31L4XQlutyUfOSgSDpfQAKjGspSySbZv4=,1,0,,7,20130709,20170924
2BSIeDxYbN2LBNEvf53ubbTy6pKwMSOuLaAbr/AmdRM=,9,31,female,9,20110723,20171004
Fexb9BQUqO/Yce03YHMEzWWvmRi9woPSckljpMAfaDQ=,6,20,male,3,20141014,20170915
lS60OM3cNf4lxfkvlk9s4dkGfNNMUMN1UWQqfs1Bm3g=,4,0,female,3,20131003,20171001
F7dyNDl+rorDK6JOdQ1p8URpEQtxUVQvnAI7meuSbHA=,1,0,,4,20170116,20170119
VFaDmeyeoZ5jTt3KCbN2eb5sv7jej8rv82cBGU2OxMw=,1,0,,4,20170214,20170612
VRI3s5zp3aMcqxOs3SXOgkozZW0A+4mHvUys1hpnDFo=,1,0,,4,20161103,20161110
AV4c9C7TQzMA8PCDmfXWQPreFo1Pp9JS/i94ZnkJBr4=,11,29,female,9,20070629,20170913
CE5erZ0tIs4zaz9yqT2x6lIpHbxftN4Isj0TFbm97g0=,1,0,,7,20151205,20171004
0z9NrBr1XnsvyoTUvR6VVwCsUJsM7iVRkBy0vUGPO0w=,1,0,,4,20170105,20170108
mRC2eQvLF7z0q3RErKMrDOPPIVzaOkMk5pMoGodChf0=,1,0,,7,20170119,20170918
rm9WyybprbJoYnPHAx+cs3T9UMgS3CYFNC6h9TdJeYE=,22,22,female,3,20161211,20161214
jNQ7bObMV2I7mlUvT1o5VzZNHv5FO3EGD1oV5s4BmLs=,6,32,male,3,20170114,20170117
tSmGxCiHZfLAeCEi+vrssVZjzwx4W0/9F/jriUma4b8=,15,0,,9,20170119,20180310
Eie1xezeHrkUq3Rpu/Pusb7nYPtoi/kUyfu2qOtMcmI=,1,0,,4,20170125,20170128
0ycRWoy/GzKmGDmidPx6YEwCLULWoaSGdFANmVmXi4I=,1,0,,7,20161103,20170930
AazYeiC2pwe6WMBJ54ufdVBDoLRioAkpBU5WA1b/xmU=,1,0,,4,20170202,20170205
EVlKthcewNs+g5Q8+rPSi5AS1aDSTBumjZU6Bh1GPvc=,13,19,female,3,20170131,20170610
Gdt66FjGsnrt8jNxbXBOC01GX1BOZiQ+Mfuei5CYiUE=,1,0,,4,20161224,20161227
ZwFYmMBBdb83nI9/50ukekR8VVaYb99QGSVIiOP7tLk=,1,0,,4,20151205,20151208
8zNfh1b+CeZPJkkILKE5c6HHC2U4CkxNy+VzNFqdc3Y=,1,0,,4,20160910,20170319
XQBupo5Kk6Dd6QeJ8zR1d8nQZPywGgxhC96gRe8jaus=,1,0,,4,20160113,20170812
DAMDtsC76n8mcF47VCbZnJ6OV7xn4lVm5ewJoOFOPdc=,13,28,male,9,20150401,20171002
2HewxwC5Pl7p8kwXfxPtradl3CzT//bR/odAQM385V4=,1,0,,4,20160408,20170919
NnTxXqILAh15wyXEgHtrmI1DD4FL/AInUmleUD1Tri0=,6,21,female,9,20150618,20170917
AoCgPBrpbuHUPVJVY252NbldP1dRubLIwbe6qdFZ0+U=,5,0,,7,20130604,20170921
zjfAhNZM0Lq+SaHPbfVCJuXxWj86jeMAsC745w9cJ6k=,9,25,female,3,20130703,20171101
yS7rz9JdjIPH4MMvxGpFsXL0miHwwoJi6MSLMtIHaGM=,1,0,,7,20160116,20170110
0ut67E6+04VZ9RDX1nJYPmPARhbgYbsjEKl7K4dpjDw=,1,0,,7,20131116,20171003
B0AoDUAjURMAjU0Mv7eB3psQxmJsvwY2/l30WR3c0fE=,6,38,female,9,20131228,20180222
zuGxHm4fx1uQqYW1BlqB9QSg+imkXIHtmsNtbZYGr2Y=,1,0,,7,20110728,20170913
0Q6/9Xppcy86N5W3EaV7t5NQOAOQge+iHmUQz9pw3uM=,3,23,female,9,20141122,20171003
MmhA+6d1u62yHMviXSL4OWCVlzuShycnkJHXgfsuVLs=,14,19,male,3,20130420,20170909
iOsu059khan5c9XCQQJgPX2e3JJfaK8K6G/JjxsXSb4=,1,0,,7,20111206,20171007
EROwcjGItBhFjyXWxtoaOvKaa7CeQnDY4uMMgIItwFQ=,1,0,,4,20161211,20161214
d09pd5Uun1duZtD3ewvxnqgZJuD52D/XyWZwBwugtB4=,1,0,,4,20161119,20161126
waOHHjhw7rGTwxcnBfZk8pzz9+oFDqvF0ZPdFQ3zC24=,1,0,,7,20160807,20171007
jr0h6bN6qVJnE1J3UxpwTm7Mupq10qO+5x94pDLNais=,1,0,,4,20170115,20170118
a3PRfxc8OHuH7LDq/TOq9dOtqospjaaZgmKCrlSA9rk=,15,27,male,7,20121014,20170918
AaF3ImB4PYWlYPo9p/t7E3a/YmvXAyTRchRDSCiFy3w=,5,42,male,7,20111202,20170909
RZea5cjQMmC1CoJvSEOd4qcKWqXA1k+N+C62MpotKAQ=,1,0,,7,20160626,20170930
E1IdrQVaSi+x07mqFf1S3YqTxSuuA9bT548MrtrHdxo=,1,0,,4,20170227,20170612
xQK72/3nEWF3+0OYk9dBPqAYygZ2UkTtIECUvZ7YrDg=,18,33,female,4,20170202,20170205
qnREEWl2yEpMpJHjJWHQ+f7JG1jd8TmSa5TB98cOCYM=,1,0,,7,20161205,20170605
opBMv+mQdg0IUe1fbIBWeppGicESRWhB0j9JrvG0Ah4=,1,0,,4,20160607,20170902
fkVNGikCQnk99qtwhVOqqH5iJgA7T6Bhf4AAi98syZI=,1,0,,4,20160624,20160627
/SUqRSftUB3n6V9N6cJT3mDKAMgMpT8zpnr8+aBcW7k=,14,29,male,7,20121227,20161230
3dHwy40YNeIQmeHM43yqP0H3phLE2FmwrZUfzZ8vGsQ=,1,0,,3,20140426,20140503
PLab/pGXRePCHn3TcZT2Ta0rg+X4a3r7ltrrJUsXI1M=,1,0,,9,20140511,20141226
az8xl4EhqJ8Zic1cTeJ1xnx2x9wIaQ5/e9HzjCxwbjA=,5,30,female,9,20130109,20180121
OD++ZJhuCrxDiTQsitBg7fhbgpvNQGQyKhDmCl4TJpU=,1,0,,4,20170107,20170110
uAdhe8zx7CwLqOu2/FrQuGvkOgX2wiuQrYfXWUI0X2s=,1,18,male,3,20170105,20170108
i/3QGU8bESsfJdjIISNN26GDLFNj+uo6ZU4ZxUVQP9I=,1,0,,4,20170115,20170709
kiff6hDefxRMBNj0Le2v8R8aVVSUGd2FkRXikbgeJyg=,15,47,male,3,20170110,20170715
s0qPiXsN8LsffNthTBpUxlcf0wAQkISHBTghJLTggy4=,1,0,,4,20170217,20170613
a0b641emlmU13iIRr357AlRpUIXOdtdCF9nRSr8L9Ew=,1,33,female,4,20161224,20170224
mOWrNkivklvYEhTf2GRC+aISqYosyZPYcRZJRtpVb90=,1,0,,4,20170212,20170711
91UatXWH481T8TmD4T+DsqfRWND8DUE3P8hWrbXkMko=,1,0,,4,20170216,20170219
3cU+BWEr38DBFQdJbUM+1WQdkKK9iq2IXhYkb3UCS54=,1,0,,4,20161023,20161030
pRjPw3B8ePs+ATDEmcPGNPBfyjxfYl/Ne3ZQfLJAavc=,1,0,,7,20151106,20171003
EBGfTKURRDHJfDnw0VIqJV0Q7ALuo/1OH2C/86xQLxc=,22,24,female,7,20160113,20170919
zWZCBYY7ItD0MCyYBYaJV8EksKp/7joQ+RrqZxn3q2I=,1,0,,4,20160310,20170612
oJx0cJSe+Jyvu0HiyEaxMhbe9iI6/SUbKM7Yec4BwT4=,4,29,female,7,20130517,20170914
iTewEEp1fwJR2zqNDS4TLcPApbLnQ7+cUqC0oSjuECQ=,1,0,,7,20150715,20170930
DwzRNim+mQdn82mtmU1B4rr4JVLULpEZXWpGe3TjPR8=,22,19,male,9,20110916,20171016
mWeiJ5V5cn+BQKvjKJHIzh4YJpH2gLiK/3ZdakW6x20=,5,39,female,9,20081223,20171231
xmXmfVjChJFUSv28sGlbMcCjkuCjIJPf1PBe1qtYxlY=,1,0,,4,20160826,20160829
Kw8tUMtyWpL7jKekQ3Nv4KaHRDpxDWq4pezQmRLAaeM=,1,0,,4,20170207,20170210
WWNkwcRGZhWTyB7r1707KqrFMSkj+Ebk3qAjR+crKqw=,1,44,female,4,20170203,20170206
nY7VUUQyhkHGHo9/hdJYbYTKLfMARZZ59t4BVbjICCM=,5,31,male,4,20160803,20170808
Ms62Qeexdmzqh9atjaQH9fOPAmu+H0ifF4WXVqUEChI=,1,0,,7,20140801,20171001
FxrPTnYmCSXky0gVdBXAYHUli/z+sJfNQDjW33sakhY=,1,0,,7,20131102,20170908
eZTDHzIFPc3BLvShnp6pgiw4gZbFfNkJYFJdRGhljNA=,13,36,male,9,20090620,20170917
PsbGegr7xQGeug6fjZmvav93VG2C/TxjsZZCRztOkXI=,13,27,female,3,20140814,20170918
DdLXiT+2fqCqKYe8Qhb5blprQpArGg5gR9c9VQ4SX+w=,1,0,,7,20160608,20170908
bcQf5P7M4zZnoRcI1YYlPDlykl9Tl4+TsXtezwimBR0=,13,28,male,3,20130930,20170907
za3PffkutMDlKp7lzakpS64ZfvHEji6Ih8AQXaPagIg=,5,26,female,3,20130928,20170911
l8j2rOuODhvx9UJMTrbJSZV3NT+YNIFUx+NPck1MDqY=,1,0,,4,20170105,20170108
JXL4rwo4S6knJeL23wRE99TZkbpUXAmC9+Ac1YVo/dE=,1,0,,4,20170119,20170614
kxdnktiAspFl4S7bg7AlT+e+a2HQSsciYnkXSw+rakk=,1,0,,4,20170127,20170130
IYppCqKJNKtKgglvO36C9MMmmVupKVGc4eE2mv6jl7I=,1,0,,4,20160831,20160831
+Xr7m1fjYrLIODel7PQWzitvYnWIsjxIEN/vu6y2MiA=,1,0,,4,20170101,20170104
Rmp4CX110sDDm54KmHGO1BcUKW8NjXVhNILPy3ZZDz0=,5,35,male,9,20101215,20180428
z4pXhwVlffS63sH+7FvjWbCJzB+JUmwfmSGPxZlwaew=,1,0,,9,20160221,20170817
Gcb2SyEYEkV3IGXgfmJlA2Cd5PaJ3EEncfBF5AeKJew=,1,0,,7,20150723,20160714
HkoxqNuU+JtA0pqGrI2jEw2rC9SqU1AhMriDRu8kxMo=,5,22,male,9,20110316,20170525
+nChI8y/YDkgwULQuxkYvRxjtfg1i1Hbb4C60EQdOq0=,1,0,,7,20160205,20171005
3KcWCtraweyk2V8htr6f6YU28f7wdCFahYjsoSvPIzI=,1,0,,7,20130607,20170831
JxeCasSiXlXNir1H3xZZM9k0lqpWhtCsYHTRC5tl7KA=,13,60,male,9,20070408,20171008
HUtB46kBckdBhMelAbB6qgkdwF5509sye5sr6FSx4B0=,1,0,,4,20151013,20170609
7cExpdCNf7w6jDvJ04n7EVTSG3Z89xBY5GXyYwPvuHs=,1,0,,4,20161125,20161202
EwiUhkhpSuok0Hdi65yKhxwkGzpCqPiJ/r/49jdxgDI=,1,0,,7,20160106,20171006
WFCCMzA4hADGBduTS6X8mXlutyiC0P33QkTG6zr5yCg=,13,32,female,7,20101212,20170909
qjN4f1VV6tKSYcuXukKUGsdfP5+u0lBM1GgF5FdBRgI=,1,0,,4,20170218,20170221
9jt2xY3vNfH9VsEY0ISFUZzt8PShJS2FBfe7e/lOyI0=,1,0,,4,20170104,20170107
sBATs/w0eQnc+HuTn9cahDKuGWwwrYCwaIGJUgTdWxg=,1,0,,9,20150428,20170708
hK0SG6TDt/uo2Ohg9atY82iPZ8U7S5QOuiCRi363VUs=,22,26,male,9,20081127,20180106
MQZS1oP5aS89mmDclkBQ2FHa6ayzVhr49NO4MQLm5BU=,7,19,male,9,20110819,20170613
viXx8OWsns2Vq3TJhFf0TQzUNCtH3TSvLAjZ5qJ0x+I=,13,32,female,3,20121215,20170930
PoZj1s+qPwT4cbOlkD0v+gWzJ5PHqR6vkfMmk0k60C4=,1,0,,4,20170111,20170114
NuM1LD7CDnN7KdFNxO9nvTnS/6oh1I4RiLN0RyOBUq0=,1,0,,4,20161120,20170715
O+HF6IunE+hRlTjyv/ObD/59acwbEoUaFJk9rkwOmQY=,1,0,,7,20110203,20171001
cWMljxHRwrLjY06o6dT1Tu5SCBa8IjtH4p72m2hRZ8Q=,1,0,,7,20160613,20170912
Jn7jk4EryKvAc8T3gr6wW6F6lwmVNALDDVxrSAeWYUU=,13,32,female,9,20050404,20170926
NhuV/mZL4Q4JYIkeYKuwV4/B9eVNMvSj6ydbNo2zaLQ=,13,0,,3,20130215,20170910
yh1XgseBRAOMj7iFPt9a0rlL6SjoCKTxbcjCDyfkRVo=,1,0,,4,20160831,20170813
Ti1Y2nWghon97zgeqViJsAjGtiD/kT6E2XzuaAq5gJw=,1,0,,4,20161014,20170822
rrRMzzfMh0dJyO8sg0uuGKk0nvc9g/IUBigOD33oMWE=,1,0,,4,20170113,20170116
72K+P/1p9Hvt3mCzHn3S8RTeqsbsieGV959SAxir3z4=,15,29,female,9,20060108,20170925
0ylfFbGgKZ61ngGuUaQfWj1AM17kqjG1vOQQEgMJRLI=,13,22,female,9,20090427,20170914
tqOXwX2eyaRLAHs29H4yuk6MSGARPHjDnnfo2HhKwcE=,1,36,male,3,20170205,20170912
l4IxyYdBzHwo6G2Xf6DRLNjQlJgqTZOxW9lZSWhs19A=,1,0,,7,20161105,20171004
L7t4kZH2oVXbhysLNQWI/tzzPI0UtCaCfXetUuP+wFE=,6,22,male,3,20121117,20121124
O/DgVKhKc31ZztmX/aU0gqJjxsxh86l8NIDc+wxvM7o=,1,0,,3,20140307,20170612
gd7fLRV+h7UbAIv+H69hZpr+io8lKWxjL0I4jtzSb9g=,11,33,male,9,20040921,20170930
8KbxRl+5vrRCcU5xdanrBXUhmQ2ACc9b/wpll5X8hFQ=,4,23,female,9,20070518,20170930
yLw+Rq0ygI0YoYC5s7rFsRUBsgamgfKJh5Iuxq13Drw=,1,0,,4,20161022,20161029
e+fkNpDUzHY3F0c25FG5EA5KPA6K7t3MXZ+8OKGtFok=,12,36,female,9,20051024,20171022
wlUcDZUC6nfx0SEykBUGgbLEdqiIaEezHXNkAJ8PhDo=,14,41,female,9,20101223,20180321
mhjNky1QbmRR0nXNpMm8Mvv4ID8Cw2eHN8pMeMPCHqA=,13,18,male,9,20130205,20170909
IC4Ln4cL/ymsTEUZBPA4ZoNf0MuyTa9rlxTZmenNY8M=,1,0,,4,20170227,20170712
WS4abSS8h8yTttl4qJ4oQCHkYFBx+Pp7ECFK7plGcIY=,5,0,,9,20170224,20170927
nSgd9gRX+U9U1ifMz0dNKjUSuX4hhatn2enOHtbzxrw=,1,0,,7,20161023,20170922
W8woTJZZnn36oF/qQtvRzEOyp5cQuBlAGpICdfTtKBE=,1,41,male,3,20161029,20161119
Ncn1UlfGt53QY8VwyNXM8FmEAX/WLfT7zzQCVDdIWX4=,13,18,female,4,20160819,20170916
vM2V2Vtq5hbeDEx895+ihjCSLiQQ5IAVaWggRu90AbM=,1,0,,4,20161231,20170103
AlvvDYQeALKMP8c+aWg9KNOP9cnQfesYrQEv4iszvKA=,1,0,,9,20160807,20170709
xCpyQtTJXv0bCSbX4OLiEmQlKch2Ht71Jp2spfo0nS8=,1,0,,9,20160924,20170901
kT6krqXXUj7j1c8AX0DCO+nr8IRG6eyZ1Zeh3hUhvy0=,1,0,,7,20161017,20170916
LXLvpbSXAAepOvt25zxwIgqIDyqHvB6bq6/sGkom58k=,13,22,male,9,20140507,20180131
dzRjxYkkQqJPOPai/r+cw0nu599MhZOyHB4awzlfBqU=,22,29,male,9,20060629,20180509
ojHH7R5iuRo5i5rtrdwG89q7xgjkiIypKmiG0JX0BXU=,13,36,female,9,20101103,20170820
zyUP22sI9X7z7L6eBsMtC7bK32n4fjE12pgms7NWL6U=,18,48,female,4,20160619,20160713
YFd8m+VUtIxRaf+xmMcmU2ZRCyYRqfwC2K92kGC2rZU=,1,0,,7,20111009,20170910
VgDoirLRmm1trSJX1cXFgLyomSCENFT5AMniUvZ8FFw=,1,0,,7,20170101,20170930
BjH/gHe5BZ8XkqAkFiEvQukjZvFPVl4+QrfP9yTz2DM=,15,18,male,9,20120131,20161129
wKuRmD9C+UDu4fFnna68nVKxugjusbPnUcvESZabYVQ=,1,0,,7,20161022,20170921
B+lIWKc00ZEhiv8L1ypAGqzGo/JGZr7riF5LpW+FahQ=,5,0,,9,20110429,20170204
+svbdnJLkZ5hzsy2VeqSl1nNmupl276aS82xC43KdVw=,13,30,female,9,20110217,20170917
liS/cqLmFB5GF0zi/R5PYTEXi6jnqdRRAjZDvTmxpTQ=,8,30,male,9,20051007,20170626
9qP0j4N85IFERmSFP/XE0/fGGd92+kpGVduRZK9PgPk=,1,0,,7,20100427,20171002
uB88Q7FRkQ4tYdHmH2a1DqfufaQx5vuo/T/fkn6Mj4w=,1,0,,4,20170225,20170614
DgEJg7TwYediP2BflkGBc9doc5KaYoCXU3me0BUicTs=,15,56,female,3,20150209,20170924
06H0QMTwLP4MF/u7lyieZjdU+l/qlzEr2KBLgJ49eeY=,1,0,,7,20160123,20170923
ctMnX9H3E+OAstgoYmyikCPdOhIoBOLOLSQgichA1E8=,1,0,,4,20151104,20180521
nMUZef5lPJgIKnFrpkbt2UmnijqTFWJbVIolLinIJrA=,13,33,male,9,20040618,20170921
c+cJpH/fvRHkmGnwjFH04iYpcBkzleYh/mK+yw6/IxY=,5,44,female,3,20150731,20150807
2HD1DCZKkPBbbNRJupqh2kSgnmORshz3M56+9rt+ECg=,15,37,female,9,20070615,20171007
v2GpuVe0ndNGMLz3U7JJnnr/eaCU1/CE/p7lyn18Q/4=,1,0,,7,20151120,20170919
erkKqUb1Hsok7oQqV08zfiWrejLexR6cyU3eRKnKnRA=,1,0,,4,20160315,20160318
auqrVkLr7u9wSbi5DXntlq4nUSTFGfOA0LsOPcI82CQ=,6,29,male,9,20071123,20171004
CLF1N+frOcs59VuZ8emqw89aBnFwS7Obu+7bMuZjn5w=,13,19,female,3,20131221,20170101
Cf2pQVKTMukspQ3RDsMyF5VXd/P0Ct1CJsbma0iSB14=,1,0,,7,20130806,20170919
AtEHXmhNF0Iq2h21hMuSLC9DfiwNs+qX3yuRhoG/xck=,12,0,,7,20150825,20170916
qguaaS4N+9THlu4vR8B/uAJWIMgAxS/56nw1KUyfoTk=,1,0,,7,20140119,20170911
CFiZ/rY9sHszaedXyBrVX4gqsP1nZywDX576YvG98KM=,14,21,male,3,20120820,20180310
gd4r2BcTiNZei17DlvyNU2pEUthfOhtPINOKeJzAkNU=,1,0,,7,20151017,20170916
UbZRyqMttNDVDwBb83wGMaJLPMGVNyHqtHzayfYzebw=,13,30,male,9,20110212,20171008
Iud6SiAjwB+nN2ZEhfsnxnZ9v40uOpde9FEdLRPyJCo=,1,0,,4,20170220,20170223
2pL3LS5Mt+aE1PS4uxORj3OzWr5LXLxwpc99UM4QSXI=,1,0,,4,20160904,20160907
NmyEQI8KDMZ4zDYBqeqIY/n9rRTA65b6d9fyyJAr2dQ=,1,0,,4,20170126,20170129
1rjC9NdTS4ncfpkYf1Nmvbzxot2BgUa5xs4YAUVtizc=,1,0,,4,20170114,20170117
plxBO4IYbPNFn61sxAOhvQngY/U/kfDL8IfB7QWTaIA=,5,38,male,9,20101115,20170930
jLQTu7zJ8YeBpV+QjqePu5sMVbnpdbc3HrUhRt05XSE=,1,0,,7,20150806,20161103
6Jm7AG5Yw3XiCiiX9ZrLMTosGPmQZ3CzuCM4gLlq3mc=,1,0,,4,20160404,20170710
AbvUJE45nHYLuMZELp0cCQ58E2EDMEA3d8qg3zGOITg=,22,27,male,9,20110619,20171022
fX97hxxJig32qgjc6R+YzoOtkFSsDtYhBtOqD66uEgE=,5,26,female,4,20160224,20170717
QWAuBkhhLa73OKU6ZIxa7LjQ/2tIhO2vCYqb5Hke/98=,1,0,,7,20110810,20170730
uaWk57lC+diEa0hqkrhTJ59ZlRs63DlfAg3wvVfVk+w=,15,41,female,9,20061118,20171127
sG/plsbOlMguKLznTYiTvFQ3eQVoVbwgJWXYy6iJt6M=,1,0,,7,20160101,20171001
glQSWWpquKtteaf6xzFxsTKv58cJXaetZ6Blt6lF8gg=,1,28,female,4,20160323,20170611
vvegd3NhfJgxjCCn9CuaVEMZ5TzMcCYW+cqr9ZBMKMU=,1,0,,4,20160116,20160119
OwWzeDul0wQ2sjtUDwd2JV1iqYeF6czgbP73HHuwI9k=,1,0,,7,20151226,20170930
p9kSVHdkTfjSh2zeEQJbSXpR4fX29a7uhfGMt33jfu4=,1,0,,4,20161212,20161215
4TFMutUtrL1CRl9YFXwnmv0o4lJSJ0pmyeMk/L4yXiE=,1,17,male,3,20160115,20160122
28RI/63dDp0qF9eKvFenjp4mMYWHYHarTLlyErXA6yU=,1,0,,4,20161124,20161201
7PZwKs+NGkrCWXF/QvjfIaitxd2u1pFdkaslBWjsGj0=,1,0,,4,20170117,20170710
ZInSa8TeVhvQYaEiivdEtoaLsdfdiWL7V/PJlCUxGD0=,1,0,,7,20160825,20170924
EV0RT8GwaIYupLq5Oefp4iBO007ZCnBpXvf1XSFYjnk=,1,0,,7,20110917,20170930
jVngWqnE72wtZQ3IE+q/it8u8ODANxpd4vVPHa2HPLw=,1,0,,4,20160601,20160604
UcJhuxcx32PLUIRqxYm6owYyxO3Sqo89YwwqTbPG+10=,1,0,,7,20111026,20170930
942u+6C0SFVjPKUI1/sJkHSgH6DeP2h0Y48YhR6+IWY=,13,28,female,9,20100608,20170914
0hAhlYaaNVbHUUBsXp62jeuAYc4024xbguIrXI/iQ9Y=,15,28,male,9,20100420,20171019
Wy+kogGme9xGE0wskc5DwFA3yS7kC0bZokvG4q2Xk7M=,15,23,female,3,20141223,20170910
BGi5Uw3H65YureGuk/Np3iBhM0zF8k0F21GP2sWhsvc=,1,0,,4,20160624,20160627
gclvXNfHRYaAITh8R7uv8FQrBMLyN5EgWYn9R/onA6c=,15,34,female,9,20041017,20171010
VxRioW+ObZRTDSCMk/cFzLV72l5tAtN1kv0j7cOI47k=,1,0,,4,20161222,20161225
MT8iCs1lIcEmCZZToAIFFlxdEr4voKDs3oMJlrAmr14=,1,25,male,3,20140620,20161207
7sgc+4Twn3ex6oPO/2Vym8YCOW7W7pzQdkJZk+LVZcs=,22,31,male,3,20130129,20171014
